"Group1ID","GroupDescription","Group1Abbrev","PolicyID","ClientCode","ClassAbbrev","UnderwriterAbbrev","PolicyNumber","InceptionDate","ExpiryDate","NextExpiryDate","RenewalMonths","Outstanding","Endorsement","Instalment","Claim","PolicyNotes","Funded","Base","UWLevy","FSL","SDuty","Fee","CompanyEQ","Premium","Percentage","Comm","CommissionCEQ","NetPrem","TotalPremium","BaseTax","UWLevyTax","FSLTax","SDutyTax","FeeTax","CompanyEQTax","TotalPremTax","CommTax","CommissionCEQTax","NetPremTax","NetPremTotal","NoOfPolicies","GrandTotalPrem","AgencyText","PolicyAccountManager","FireLevyPrompt","UWLevyPrompt","ClientID","ClassCode","ClassDescription","Admin","AdminTax","AdminFeePrompt","Special","SpecialTax","SpecialPrompt","PrimaryAssocAbbrev","PrimaryAssocComm","PrimaryAssocCommTax","PrimaryAssocCommSum","PrimaryAssocCommTaxSum","SecondaryAssocAbbrev","SecondaryAssocComm","SecondaryAssocCommTax","SecondaryAssocCommSum","SecondaryAssocCommSumTax","IsSubAssociate"
"1582","Account Manager: ","AnneM Goodchild","931104334","BEARD G2","Pleasure Craft","Club Marine","V064551","","2026-08-19 00:00:00","2027-08-19 00:00:00","12","*","E","","","P","","132.15","50.5","0","13.07","60","0","255.72","","26.43","0","169.29","280","18.28","0","0","0","6","0","24.28","2.64","0","15.64","184.93","","","","AnneM Goodchild","Fire Levy","UW Levy","12608395","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","79.86","7.98","91.28","9.13","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931100963","CAPP M","Pleasure Craft","NM INSUR","PRI-605666","","2026-08-19 00:00:00","2027-08-19 00:00:00","12","","","","","P","F","551.84","87","0","48.56","48.84","0","736.24","","110.37","0","577.03","805","55.18","8.7","0","0","4.88","0","68.76","11.04","0","52.84","629.87","","","","AnneM Goodchild","Fire Levy","UW Levy","12612024","PLEASURECR","Pleasure Craft Insurance","48.84","4.88","Broker Fee","0","0","Admin Fee","COASTAL","147.11","14.71","147.11","14.71","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931105036","WYNNE R","Pleasure Craft","NM INSUR","PRI-1060046","","2026-08-19 00:00:00","2027-08-19 00:00:00","12","","E","","","P","","570.9","120","0","50.24","54.34","0","795.48","","114.18","0","626.96","870","57.09","12","0","0","5.43","0","74.52","11.42","0","57.67","684.63","","","","AnneM Goodchild","Fire Levy","UW Levy","12613208","PLEASURECR","Pleasure Craft Insurance","54.34","5.43","Broker Fee","0","0","Admin Fee","COASTAL","155.71","15.57","155.71","15.57","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931099271","BIGGER S","Pleasure Craft","Club Marine","V155261","","2026-08-20 00:00:00","2027-08-20 00:00:00","12","","E","","","P","","305.94","50.5","0","26.92","60","0","443.36","","61.19","0","322.17","485","35.64","0","0","0","6","0","41.64","6.12","0","29.52","351.69","","","","AnneM Goodchild","Fire Levy","UW Levy","12608430","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","111.98","11.2","114.99","11.5","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931099573","ROCK W","Pleasure Craft","NM INSUR","PRI-1058315","","2026-08-20 00:00:00","2027-08-20 00:00:00","12","","","","","P","","195.02","87","0","17.16","43.29","0","342.47","","39","0","260.18","375","19.5","8.7","0","0","4.33","0","32.53","3.9","0","24.3","284.48","","","","AnneM Goodchild","Fire Levy","UW Levy","12608396","PLEASURECR","Pleasure Craft Insurance","43.29","4.33","Broker Fee","0","0","Admin Fee","COASTAL","76.04","7.6","76.04","7.6","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931099975","SOKLEV V","Pleasure Craft","NM INSUR","PRI-978679","","2026-08-20 00:00:00","2027-08-20 00:00:00","12","","","","","P","F","456.78","87","0","40.2","56.04","0","640.02","","91.36","0","492.62","700","45.68","8.7","0","0","5.6","0","59.98","9.14","0","45.24","537.86","","","","AnneM Goodchild","Fire Levy","UW Levy","12613131","PLEASURECR","Pleasure Craft Insurance","56.04","5.6","Broker Fee","0","0","Admin Fee","COASTAL","136.2","13.62","136.2","13.62","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102022","AKRITI L","Pleasure Craft","Club Marine","N261687","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","2037.92","50.5","0","201.74","5.45","0","2295.61","","407.58","0","1882.58","2505","208.84","0","0","0","0.55","0","209.39","40.76","0","168.08","2050.66","","","","AnneM Goodchild","Fire Levy","UW Levy","12606828","PLEASURECR","Pleasure Craft Insurance","5.45","0.55","Broker Fee","0","0","Admin Fee","COASTAL","381.64","38.17","381.64","38.17","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931105484","BALFE J","Pleasure Craft","NM INSUR","PRI-984392","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","267.06","95","0","23.5","66.57","0","452.13","","53.41","0","332.15","495","26.71","9.5","0","0","6.66","0","42.87","5.34","0","30.87","363.02","","","","AnneM Goodchild","Fire Levy","UW Levy","12614734","PLEASURECR","Pleasure Craft Insurance","66.57","6.66","Broker Fee","0","0","Admin Fee","COASTAL","110.86","11.09","110.86","11.09","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931103930","BELLCH S","Pleasure Craft","Club Marine","T003136","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","407.81","50.5","0","44.86","60","0","563.17","","81.55","0","421.62","615","45.83","0","0","0","6","0","51.83","8.16","0","37.67","459.29","","","","AnneM Goodchild","Fire Levy","UW Levy","12605383","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","130.79","13.08","130.79","13.08","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931104021","BENTON J","Pleasure Craft","Club Marine","N301569","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","309.3","86.5","0","30.62","62.73","0","489.15","","61.86","0","364.56","535","39.58","0","0","0","6.27","0","45.85","6.19","0","33.39","397.95","","","","AnneM Goodchild","Fire Levy","UW Levy","12613696","PLEASURECR","Pleasure Craft Insurance","62.73","6.27","Broker Fee","0","0","Admin Fee","COASTAL","115.12","11.51","115.12","11.51","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931109574","BIGGIN K","Pleasure Craft","NM INSUR","PRI-1070072","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","554.28","87","0","48.78","64.38","0","754.44","","110.86","0","579.2","825","55.43","8.7","0","0","6.43","0","70.56","11.09","0","53.04","632.24","","","","AnneM Goodchild","Fire Levy","UW Levy","12611262","PLEASURECR","Pleasure Craft Insurance","64.38","6.43","Broker Fee","0","0","Admin Fee","COASTAL","161.92","16.19","161.92","16.19","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102422","BRANCH W","Pleasure Craft","Club Marine","V180108","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","238.98","50.5","0","26.3","54.78","0","370.56","","47.8","0","267.98","405","28.96","0","0","0","5.48","0","34.44","4.78","0","24.18","292.16","","","","AnneM Goodchild","Fire Levy","UW Levy","12609272","PLEASURECR","Pleasure Craft Insurance","54.78","5.48","Broker Fee","0","0","Admin Fee","COASTAL","94.78","9.48","94.78","9.48","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102912","CALLEJ A","Pleasure Craft","Club Marine","V268252","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","1306.52","50.5","0","114.98","56.63","0","1528.63","","261.31","0","1210.69","1670","135.71","0","0","0","5.66","0","141.37","26.13","0","109.58","1320.27","","","","AnneM Goodchild","Fire Levy","UW Levy","12612787","PLEASURECR","Pleasure Craft Insurance","56.63","5.66","Broker Fee","0","0","Admin Fee","COASTAL","293.78","29.37","293.78","29.37","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102539","CAOLBO S","Pleasure Craft","Club Marine","V164765","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","339.61","50.5","0","29.88","60","0","479.99","","67.92","0","352.07","525","39.01","0","0","0","6","0","45.01","6.79","0","32.22","384.29","","","","AnneM Goodchild","Fire Levy","UW Levy","12605395","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","118.2","11.82","118.2","11.82","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102606","CARROL A","Pleasure Craft","Club Marine","V245073","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","F","272.27","50.5","0","23.96","60","0","406.73","","54.46","0","292.27","445","32.27","0","0","0","6","0","38.27","5.45","0","26.82","319.09","","","","AnneM Goodchild","Fire Levy","UW Levy","12613240","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","105.76","10.58","105.76","10.58","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102069","CHALMER J","Pleasure Craft","NM INSUR","PRI-868643","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","532.88","87","0","46.89","51.13","0","717.9","","106.58","0","560.19","785","53.29","8.7","0","0","5.11","0","67.1","10.66","0","51.33","611.52","","","","AnneM Goodchild","Fire Levy","UW Levy","12614196","PLEASURECR","Pleasure Craft Insurance","51.13","5.11","Broker Fee","0","0","Admin Fee","COASTAL","145.72","14.57","145.72","14.57","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931105858","CHARLESW E","Pleasure Craft","NM INSUR","PRI-1447179","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","416.27","87","0","41.21","68.35","0","612.83","","83.25","0","461.23","670","41.63","8.7","0","0","6.84","0","57.17","8.33","0","42","503.23","","","","AnneM Goodchild","Fire Levy","UW Levy","134304020","PLEASURECR","Pleasure Craft Insurance","68.35","6.84","Broker Fee","0","0","Admin Fee","MMSTEWART","148.64","14.87","148.64","14.87","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931105259","CHITTIC I","Pleasure Craft","Club Marine","V122846","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","312.68","50.5","0","27.51","66.36","0","457.05","","62.53","0","328.16","500","36.31","0","0","0","6.64","0","42.95","6.25","0","30.06","358.22","","","","AnneM Goodchild","Fire Levy","UW Levy","12605398","PLEASURECR","Pleasure Craft Insurance","66.36","6.64","Broker Fee","0","0","Admin Fee","COASTAL","119.09","11.91","119.09","11.91","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931108450","COULTON W","Pleasure Craft","NM INSUR","PRI-1523269","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","","","322.06","95","0","28.34","61.72","0","507.12","","64.41","0","380.99","555","32.21","9.5","0","0","6.17","0","47.88","6.44","0","35.27","416.26","","","","AnneM Goodchild","Fire Levy","UW Levy","134314829","PLEASURECR","Pleasure Craft Insurance","61.72","6.17","Broker Fee","0","0","Admin Fee","COASTAL","116.54","11.65","116.54","11.65","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931105271","DIVINC D","Pleasure Craft","NM INSUR","PRI-840101","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","440.58","87","0","38.77","64.45","0","630.8","","88.12","0","478.23","690","44.06","8.7","0","0","6.44","0","59.2","8.81","0","43.95","522.18","","","","AnneM Goodchild","Fire Levy","UW Levy","12614079","PLEASURECR","Pleasure Craft Insurance","64.45","6.44","Broker Fee","0","0","Admin Fee","COASTAL","140.97","14.09","140.97","14.09","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931115206","DONALDJA","Pleasure Craft","Club Marine","V326988","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","1081.35","86.5","0","95.16","60.18","0","1323.19","","216.26","0","1046.75","1446","116.79","0","0","0","6.02","0","122.81","21.63","0","95.16","1141.91","","","","AnneM Goodchild","Fire Levy","UW Levy","134315350","PLEASURECR","Pleasure Craft Insurance","50.18","5.02","Broker Fee","10","1","Admin Fee","MMSTEWART","261.24","26.13","261.24","26.13","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931106717","EXPOCO","Pleasure Craft","Club Marine","V220199","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","3944.82","50.5","0","347.15","80","0","4422.47","","788.96","0","3553.51","4830","399.53","0","0","0","8","0","407.53","78.9","0","320.63","3874.14","","","","AnneM Goodchild","Fire Levy","UW Levy","12609680","PLEASURECR","Pleasure Craft Insurance","80","8","Broker Fee","0","0","Admin Fee","COASTAL","802.92","80.3","802.92","80.3","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931104465","FOWLER1","Pleasure Craft","Club Marine","V294792","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","423.37","50.5","0","37.25","83.18","0","594.3","","84.67","0","426.45","650","47.38","0","0","0","8.32","0","55.7","8.47","0","38.91","465.36","","","","AnneM Goodchild","Fire Levy","UW Levy","12616425","PLEASURECR","Pleasure Craft Insurance","83.18","8.32","Broker Fee","0","0","Admin Fee","COASTAL","155.09","15.51","155.09","15.51","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931103388","FREEMA D","Pleasure Craft","NM INSUR","PRI-1061391","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","F","487.44","87","0","42.89","63.85","0","681.18","","97.49","0","519.84","745","48.74","8.7","0","0","6.38","0","63.82","9.75","0","47.69","567.53","","","","AnneM Goodchild","Fire Levy","UW Levy","12612377","PLEASURECR","Pleasure Craft Insurance","63.85","6.38","Broker Fee","0","0","Admin Fee","COASTAL","149.08","14.9","149.08","14.9","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931100958","FRENCH D2","Pleasure Craft","Club Marine","V259563","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","500.96","50.5","0","44.09","58.45","0","654","","100.2","0","495.35","715","55.15","0","0","0","5.85","0","61","10.02","0","45.13","540.48","","","","AnneM Goodchild","Fire Levy","UW Levy","12614125","PLEASURECR","Pleasure Craft Insurance","58.45","5.85","Broker Fee","0","0","Admin Fee","COASTAL","146.59","14.66","146.59","14.66","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931101874","GEAKEMA","PLEASURE CRAFT","NM INSUR","PRI-1061769","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","578.38","49","0","50.9","26.35","0","704.63","","115.68","0","562.6","770","57.84","4.9","0","0","2.63","0","65.37","11.57","0","51.17","613.77","","","","AnneM Goodchild","Fire Levy","UW Levy","128177","ZZBOAT","PLEASURE CRAFT","21.35","2.13","Broker Fee","5","0.5","Admin Fee","MMSTEWART","134.36","13.43","134.36","13.43","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102451","GOODWI S","Pleasure Craft","Club Marine","V108206","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","303.2","50.5","0","30.01","55.38","0","439.09","","60.64","0","323.07","480","35.37","0","0","0","5.54","0","40.91","6.06","0","29.31","352.38","","","","AnneM Goodchild","Fire Levy","UW Levy","12608481","PLEASURECR","Pleasure Craft Insurance","55.38","5.54","Broker Fee","0","0","Admin Fee","COASTAL","107.2","10.72","104.81","10.48","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102880","GREENS G","Pleasure Craft","NM INSUR","PRI-1376596","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","E","","","P","","377.12","87","0","33.19","51.16","0","548.47","","75.42","0","421.89","600","37.71","8.7","0","0","5.12","0","51.53","7.54","0","38.87","460.76","","","","AnneM Goodchild","Fire Levy","UW Levy","12614525","PLEASURECR","Pleasure Craft Insurance","51.16","5.12","Broker Fee","0","0","Admin Fee","COASTAL","116.96","11.7","134.38","13.43","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102515","HENDERG","Pleasure Craft","NM INSUR","PRI-1523320","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","304.75","87","0","36.88","6.54","0","435.17","","60.95","0","367.68","475","30.48","8.7","0","0","0.65","0","39.83","6.1","0","33.08","400.76","","","","AnneM Goodchild","Fire Levy","UW Levy","134311320","PLEASURECR","Pleasure Craft Insurance","6.54","0.65","Broker Fee","0","0","Admin Fee","MMSTEWART","66.17","6.62","66.17","6.62","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931100986","HODGSO C","Pleasure Craft","Club Marine","V259680","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","547","86.5","0","48.14","40.91","0","722.55","","109.4","0","572.24","790","63.36","0","0","0","4.09","0","67.45","10.94","0","52.42","624.66","","","","AnneM Goodchild","Fire Levy","UW Levy","12614203","PLEASURECR","Pleasure Craft Insurance","40.91","4.09","Broker Fee","0","0","Admin Fee","COASTAL","138.89","13.89","138.89","13.89","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931106140","HOPGOO D","Pleasure Craft","Club Marine","V092231","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","296.73","50.5","0","26.11","69.95","0","443.29","","59.35","0","313.99","485","34.72","0","0","0","6.99","0","41.71","5.93","0","28.79","342.78","","","","AnneM Goodchild","Fire Levy","UW Levy","12605515","PLEASURECR","Pleasure Craft Insurance","69.95","6.99","Broker Fee","0","0","Admin Fee","COASTAL","119.47","11.94","119.47","11.94","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931104025","JANCZA A","Pleasure Craft","Club Marine","V159739","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","181.77","86.5","0","16","62.64","0","346.91","","36.35","0","247.92","380","26.83","0","0","0","6.26","0","33.09","3.64","0","23.19","271.11","","","","AnneM Goodchild","Fire Levy","UW Levy","12606554","PLEASURECR","Pleasure Craft Insurance","62.64","6.26","Broker Fee","0","0","Admin Fee","COASTAL","91.47","9.15","91.47","9.15","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931102101","JONESDAV","Pleasure Craft","Club Marine","N344918","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","5200.06","86.5","0","514.79","81.82","0","5883.17","","1040.01","0","4761.34","6420","528.65","0","0","0","8.18","0","536.83","104","0","424.65","5185.99","","","","AnneM Goodchild","Fire Levy","UW Levy","9530410","PLEASURECR","Pleasure Craft Insurance","81.82","8.18","Broker Fee","0","0","Admin Fee","MMSTEWART","1099.95","109.99","1099.95","109.99","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931101678","KING L","Pleasure Craft","Club Marine","Q340286","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","1257.59","86.5","0","124.5","79.09","0","1547.68","","251.52","0","1217.07","1690","134.41","0","0","0","7.91","0","142.32","25.15","0","109.26","1326.33","","","","AnneM Goodchild","Fire Levy","UW Levy","134314439","PLEASURECR","Pleasure Craft Insurance","79.09","7.91","Broker Fee","0","0","Admin Fee","COASTAL","305.48","30.55","305.48","30.55","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931100428","KNOX D","Pleasure Craft","Club Marine","V237114","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","377.49","50.5","0","33.22","60","0","521.21","","75.5","0","385.71","570","42.79","0","0","0","6","0","48.79","7.55","0","35.24","420.95","","","","AnneM Goodchild","Fire Levy","UW Levy","12612820","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","125.2","12.52","125.2","12.52","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931104211","LAKE G","Pleasure Craft","Club Marine","S061504","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","F","203.48","50.5","0","24.62","60","0","338.6","","40.69","0","237.91","370","25.4","0","0","0","6","0","31.4","4.07","0","21.33","259.24","","","","AnneM Goodchild","Fire Levy","UW Levy","12612792","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","93.04","9.3","93.04","9.3","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931104263","LAKE G","Pleasure Craft","Club Marine","S061505","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","F","142.05","50.5","0","17.19","60","0","269.74","","28.41","0","181.33","295","19.26","0","0","0","6","0","25.26","2.84","0","16.42","197.75","","","","AnneM Goodchild","Fire Levy","UW Levy","12612792","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","81.69","8.17","81.69","8.17","","0","0","0","0",""
"1582","Account Manager: ","AnneM Goodchild","931100504","LANTING W","Pleasure Craft","Club Marine","V244904","","2026-08-31 00:00:00","2027-08-31 00:00:00","12","","","","","P","","297.52","50.5","0","26.17","60","0","434.19","","59.5","0","314.69","475","34.81","0","0","0","6","0","40.81","5.95","0","28.86","343.55","","","","AnneM Goodchild","Fire Levy","UW Levy","12613152","PLEASURECR","Pleasure Craft Insurance","60","6","Broker Fee","0","0","Admin Fee","COASTAL","110.42","11.04","110.42","11.04","","0","0","0","0",""
